agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd
USGS,425296099561201,34N 30W 33CC  01,GW,42.8713,-100.8654,U,NAD83,2919,1.6,NAVD88,10150004
USGS,425321100290001,34N 27W27DB 01 Val Site4 Medium,GW,42.889211,-100.483361,U,NAD83,2461.0,1.0,NAVD88,101500040902
USGS,425321100290002,34N 27W27DB 02 Val Site4 Deep,GW,42.889211,-100.483361,U,NAD83,2461.0,1.0,NAVD88,101500040902
USGS,425324100292701,34N 27W27BC 01 Val Site3 Shallow,GW,42.890214,-100.490967,S,NAD83,2414.0,1.0,NAVD88,101500040902
USGS,425329099564201, 34N 22W30DAD 1,GW,42.89139235,-99.945397,F,NAD83, 2465.00, 10,NGVD29,10150006
USGS,425332100192901, 93N54W 9BD,GW,42.8922273,-100.3251284,F,NAD83,,,,10150004
USGS,425332100533801, 34N 30W30ACC 1,GW,42.89222796,-100.8943129,F,NAD83, 2930.00, 20,NGVD29,10150004
USGS,425340100021501,34N 23W 28C   01,GW,42.8855,-100.0386,U,NAD83,2520,1.6,NAVD88,10150006
USGS,425340100063201,34N 24W 23DD  01,GW,42.9003,-100.1032,U,NAD83,2516,1.6,NAVD88,10150006
USGS,425345099551901, 34N 22W28BC  1,GW,42.89583665,-99.922341,F,NAD83, 2456.00,20,NGVD29,10150006
USGS,425350100122301, 34N 25W24DCCC1,GW,42.89722697,-100.2067924,T,NAD83, 2571,  5,NGVD29,10150004
USGS,425353100235201,34N 26W20DD 01 Val Site5 Shallow,GW,42.898111,-100.397831,U,NAD83,2498.0,1.0,NAVD88,101500040904
USGS,425353100235202,34N 26W20DD 02 Val Site5 Deep,GW,42.898111,-100.397831,U,NAD83,2498.0,1.0,NAVD88,101500040904
USGS,425366100064601,34N 24W 23AD  01,GW,42.9072,-100.1032,U,NAD83,2499,1.6,NAVD88,10150006
USGS,425407100344801, 34N 28W23DBC 1,GW,42.9019503,-100.5804124,F,NAD83, 2720.00, 20,NGVD29,10150004
USGS,425407100350601, 34N 28W23CAC 1,GW,42.9019503,-100.5854125,F,NAD83, 2720.00, 20,NGVD29,10150004
USGS,425410100344401, 34N 28W23DB  1,GW,42.90278366,-100.5793012,F,NAD83, 2700.00,0.1,NGVD29,10150004
USGS,425412100555501, 34N 31W23DBD 1,GW,42.9033391,-100.93237,F,NAD83, 2980.00, 20,NGVD29,10150004
USGS,425413100355901, 34N 28W22DBB 1,GW,42.903617,-100.6001353,F,NAD83, 2680.00, 20,NGVD29,10150004
USGS,425415100024601, 34N 23W20D   1,GW,42.904171,-100.0465102,F,NAD83, 2475.00, 20,NGVD29,10150006
USGS,425415101155301, 34N 34W24DAC 1,GW,42.90417326,-101.2651517,F,NAD83, 3140.00, 20,NGVD29,10150003
USGS,425416100130401, 34N 25W23ADDD1,GW,42.9044493,-100.2181817,T,NAD83, 2589,  5,NGVD29,10150004
USGS,425422100043901, 34N 23W19CB  1,GW,42.9061156,-100.0779,F,NAD83, 2500.00,.1,NGVD29,10150006
USGS,425425101014501, 34N 32W24ACD 1,GW,42.90695035,-101.029595,F,NAD83, 3080.00, 20,NGVD29,10150004
USGS,425426100343101, 34N 28W23ADB 1,GW,42.90722816,-100.57569,F,NAD83, 2720.00, 20,NGVD29,10150004
USGS,425426100344001, 34N 28W23ACA 1,GW,42.90722816,-100.57819,F,NAD83, 2725.00, 20,NGVD29,10150004
USGS,425426100354101, 34N 28W22ADB 1,GW,42.90722817,-100.5951351,F,NAD83, 2700.00, 20,NGVD29,10150004
USGS,425426100355901, 34N 28W22ACB 1,GW,42.90722817,-100.6001353,F,NAD83, 2700.00, 20,NGVD29,10150004
USGS,425429100362101, 34N 28W22B   1,GW,42.9080615,-100.6062466,F,NAD83, 2725.00, 20,NGVD29,10150004
USGS,425434100342101, 34N 28W24BB  1,GW,42.90944444,-100.5725,T,NAD83, 2800,2.5,NGVD29,10150004
USGS,425454101072701, 34N 32W18DD  1,GW,42.91500639,-101.1245956,F,NAD83, 3161.00,20,NGVD29,10150004
USGS,425455100132001, 34N 25W14DBD 1,GW,42.91528285,-100.2226263,F,NAD83, 2570.00, 20,NGVD29,10150006
USGS,425505100081901,34N 24W 10C   01,GW,42.9289,-100.1341,U,NAD83,2505,1.6,NAVD88,10150006
USGS,425509100132501, 34N 25W14ACD 1,GW,42.9191718,-100.2240152,F,NAD83, 2580.00, 20,NGVD29,10150006
USGS,425510100092201, 34N 24W16CB  1,GW,42.91944939,-100.1565133,F,NAD83, 2538.00,20,NGVD29,10150006
USGS,425513100351801, 34N 28W14BCCC1,GW,42.92027778,-100.5883333,S,NAD83, 2738,  5,NGVD29,10150004
USGS,425522100144401, 34N25W15DA  01,GW,42.917,-100.2413,U,NAD83,2586,1.6,NAVD88,10150004
USGS,425528100381501, 34N 28W17AB  1,GW,42.92445059,-100.6379145,F,NAD83, 2730.00,20,NGVD29,10150004
USGS,425558100554201, 34N 31W11DA  1,GW,42.9327838,-100.928759,F,NAD83, 2898.00, 10,NGVD29,10150004
USGS,425605100161001,34N 25W 9CD  01,GW,42.9286,-100.273,U,NAD83,2612,1.6,NAVD88,10150006
USGS,425613101145501, 34N 33W 7AC  1,GW,42.93695157,-101.2490406,F,NAD83, 3099.00, 10,NGVD29,10150004
USGS,425613101190301, 34N 34W10BC  1,GW,42.9369505,-101.3179284,F,NAD83, 3110.00,20,NGVD29,10150003
USGS,425617099592401, 34N 23W11AC  1,GW,42.93806029,-99.9903973,F,NAD83, 2396.00,20,NGVD29,10150006
USGS,425620100531801, 34N 30W 7BA  1,GW,42.938895,-100.8887575,F,NAD83, 2870.00, 20,NGVD29,10150004
USGS,425627101295601, 34N 36W12AAB 1,GW,42.9408367,-101.4993145,F,NAD83, 3200.00,20,NGVD29,10150003
USGS,425635100086801,34N 24W 9A   01,GW,42.9368,-100.1439,U,NAD83,2510,1.6,NAVD88,10150006
USGS,425635100251901,34N 26W 6A   01,GW,42.951,-100.4224,U,NAD83,2661,1.6,NAVD88,10150004
USGS,425647100061701, 34N 24W 2D   1,GW,42.9463941,-100.1051228,F,NAD83, 2525.00, 20,NGVD29,10150006
USGS,425649100350601, 34N 28W 2CAB 1,GW,42.94695088,-100.5854126,F,NAD83, 2760.00, 20,NGVD29,10150004
USGS,425656099513001, 34N 22W 1CA  1,GW,42.94889265,-99.8587283,F,NAD83, 2394.00,.1,NGVD29,10150006
USGS,425688100075001,35N 24W 34D   01,GW,42.9584,-100.1232,U,NAD83,2548,1.6,NAVD88,10150006
USGS,425702100565201, 34N 31W 3AD  1,GW,42.95056177,-100.9482045,F,NAD83, 2901,4.3,NAVD88,10150004
USGS,425703100424301, 34N 29W 3ADB 1,GW,42.95083968,-100.7123617,F,NAD83, 2775.00, 10,NGVD29,10150004
USGS,425705100321401, 34N 27W 6A   1,GW,42.9513954,-100.537633,F,NAD83, 2650.00, 10,NGVD29,10150004
USGS,425706100075401, 34N 24W 3BD  1,GW,42.95167205,-100.132068,F,NAD83, 2500.00,20,NGVD29,10150006
USGS,425707100214701, 34N 26W 3ABC 1,GW,42.9519505,-100.3634626,F,NAD83, 2620.00, 20,NGVD29,10150006
USGS,425709100212301, 34N 26W 3AA  1,GW,42.95250608,-100.3567958,T,NAD83, 2631,  5,NGVD29,10150004
USGS,425714100201901, 34N 26W 2AAB 1,GW,42.9538949,-100.3390177,F,NAD83, 2610.00, 10,NGVD29,10150006
USGS,425718100243501, 34N 26W 5BBAA1,GW,42.9550063,-100.41013,T,NAD83, 2629,1.6,NAVD88,10150004
USGS,425733100040401, 35N 23W31DC  1,GW,42.959172,-100.0681771,F,NAD83, 2497.00,20,NGVD29,10150006
USGS,425744100360001,35N 28W 34CA01,GW,42.9622861,-100.6001389,U,NAD83, 2810,1.6,NAVD88,10150004
USGS,425749100160701, 35N 25W33BD  1,GW,42.963617,-100.2690165,F,NAD83, 2587.00,20,NGVD29,10150006
USGS,425749100352901, 94N55W13B,GW,42.96361775,-100.5918017,F,NAD83,,,,10150004
USGS,425757100073601, 35N 24W34AC  1,GW-TH,42.9658389,-100.1270678,S,NAD83, 2555.00, 10,NGVD29,10150004
USGS,425757100103301, 35N 24W32BC  1,GW,42.96583905,-100.176236,F,NAD83, 2512.00,20,NGVD29,10150006
USGS,425803100270301, 35N 27W36BB  1,GW,42.96750665,-100.4512419,F,NAD83, 2690.00,20,NGVD29,10150004
USGS,425817100385101, 35N 28W29CC  1,GW,42.9713955,-100.647915,F,NAD83,,,,10150004
USGS,425820100384601, 35N 28W29CCA 1,GW,42.97222887,-100.646526,F,NAD83, 2820.00, 20,NGVD29,10150004
USGS,425846100113601, 35N 24W 30BC,GW,42.97944444,-100.1933333,S,NAD83, 2515,  5,NGVD29,10150006
USGS,425856099530201, 35N 22W 26BB,GW,42.9822222,-99.8838889,S,NAD83, 2424,  5,NGVD29,10150006
USGS,425919100092901, 35N 24W 21DA,GW,42.9886111,-100.1580556,S,NAD83, 2561,  5,NGVD29,10150006
USGS,425924099583801, 35N 23W 24CA,GW,42.99,-99.9772222,S,NAD83, 2471,  5,NGVD29,10150006
USGS,425932099580401,35N23W24AD,GW,42.9922222,-99.9677778,S,NAD83, 2474,  5,NGVD29,10150006
USGS,425937100095901, 35N 24W 20AC,GW,42.9936111,-100.1663889,S,NAD83, 2549,  5,NGVD29,10150006
USGS,425939099513501, 35N 22W 24BA,GW,42.99416667,-99.8597222,S,NAD83, 2370,  5,NGVD29,10150006
USGS,425944099521201, 35N 22W 23AA,GW,42.99555556,-99.87,S,NAD83, 2360,  5,NGVD29,10150006
USGS,425947101191901, 35N34W21ADBC,GW,43.0000068,-101.3223724,T,NAD83, 3182, 15,NGVD29,10140203
USGS,425949100444201, 35N 29W21BB  1,GW,42.9969511,-100.7454187,F,NAD83, 2895.00,20,NGVD29,10150004
USGS,425950099595501, 35N 23W23BB  1,GW,42.99722806,-99.9990079,F,NAD83,,,,10150006
USGS,425952101134601, 35N33W20ACBB,GW-TH,42.999452,-101.2298736,F,NAD83, 3050, 20,NGVD29,10140203
USGS,425953101060901, 35N32W20AADA,GW,42.9980626,-101.1029293,S,NAD83, 2943, 10,NGVD29,10150004
USGS,425956099520501, 95N76W32CCCC,GW,42.99889375,-99.8684502,T,NAD83, 2348, 25,NGVD29,10150006
USGS,425956101134501, 35N33W20ABCC,GW,42.99889646,-101.2295958,F,NAD83, 3050, 20,NGVD29,10140203
USGS,425956101134502, 35N33W20ABCC2,GW,42.99889646,-101.2295958,F,NAD83, 3050, 20,NGVD29,10140203
USGS,425956101134503, 35N33W20ABCC3,GW,42.99889646,-101.2295958,F,NAD83, 3050, 20,NGVD29,10140203
USGS,425957099520001,95N76W32CCCC2,GW,42.9991715,-99.8670613,T,NAD83,2341,1.6,NAVD88,10150006
USGS,425957100445302, 35N29W20AADD2,GW,42.9991733,-100.7484744,S,NAD83, 2890,  5,NGVD29,10150004
USGS,425957100445601, 35N29W20AADD,GW,42.9991733,-100.7484744,T,NAD83, 2890,  5,NGVD29,10150004
USGS,425958100445301, 35N29W20AADD3,GW,42.9994511,-100.7484744,F,NAD83, 2892, 15,NGVD29,10150004
USGS,430000100273901, 35N27W23BAAD,GW,43.0008405,-100.4623533,F,NAD83, 2703,  1,NGVD29,10150004
USGS,430000100285401, 35N27W22ABBC,GW,43.00084058,-100.4823536,S,NAD83, 2679,  1,NGVD29,10150004
USGS,430000101134401, 35N33W20ABC,GW,43.0,-101.2288889,R,NAD83, 3040, 20,NGVD29,10140203
USGS,430001101122901, 35N33W21ABCA,GW,43.00027778,-101.2080556,R,NAD83, 3070, 20,NGVD29,10140203
USGS,430001101132301, 35N33W20AACB,GW,42.99944444,-101.2263889,R,NAD83, 3057, 10,NGVD29,10140203
USGS,430002099501501, 95N 76W 33DC,GW,43.00055556,-99.8375,S,NAD83, 2262,  5,NGVD29,10150006
USGS,430002099544801, 95N77W33DA,GW,43.00056078,-99.9137287,F,NAD83, 2358.00,20,NGVD29,10150006
USGS,430002099570899, 34N 25W33DA  1,GW-TH,42.99778327,-99.9526182,F,NAD83, 2365.00, 10,NGVD29,10150006
USGS,430002100174801, 35N25W20BBBC,GW,43.0005621,-100.2970727,S,NAD83, 2493,  5,NGVD29,10150006
USGS,430002100483201, 35N30W23AAAB,GW,42.9994511,-100.8084769,T,NAD83, 2885,10,NGVD29,10150004
USGS,430002100591101, 35N31W20AABD,GW,43.0005622,-100.9868178,S,NAD83, 2899, 10,NGVD29,10150004
USGS,430003100014801, 95N 78W 35DD,GW,43.0008333,-100.03,S,NAD83, 2402,  5,NGVD29,10150006
USGS,430003100022401, 95N 78W 35CD,GW,43.0008333,-100.04,S,NAD83, 2451,  5,NGVD29,10150006
USGS,430003100174801, 35N25W20BBBC2,GW-TH,43.00083989,-100.2970727,S,NAD83, 2493,  5,NGVD29,10150006
USGS,430003100174802, 35N25W20BBBC3,GW,43.00083989,-100.2970727,S,NAD83, 2493,  5,NGVD29,10150006
USGS,430003100371501, 35N28W21BAAC,GW,42.9983333,-100.6152778,R,NAD83, 2787,  1,NGVD29,10150006
USGS,430003100481001, 35N30W24BBAC,GW,43.00083999,-100.8031989,S,NAD83, 2893,  5,NGVD29,10150004
USGS,430004099484501, 96N76W34DA,GW,43.00111555,-99.8128937,F,NAD83, 2300.00,25,NGVD29,10150006
USGS,430005099560401, 95N77W34D,GW,43.00139426,-99.9348402,M,NAD83, 2377, 25,NGVD29,10150006
USGS,430005099583001, 95N77W32D,GW,43.00139458,-99.9753964,T,NAD83, 2300.00,10,NGVD29,10150006
USGS,430005099590101, 95N77W32C,GW,43.00139465,-99.9840076,M,NAD83, 2348, 25,NGVD29,10150006
USGS,430005100220201, 35N26W22BABA,GW,43.0013957,-100.3676295,S,NAD83, 2580,  1,NGVD29,10150006
USGS,430006100124101, 35N25W24BABA,GW,43.00167297,-100.2117928,S,NAD83, 2484,  1,NGVD29,10150006
USGS,430006100254301, 35N26W19BBAC,GW,43.00111816,-100.4295749,S,NAD83, 2660,  1,NGVD29,10150006
USGS,430006100332601, 35N28W24BABA,GW,43.00166667,-100.5572222,R,NAD83, 2729,  1,NGVD29,10150004
USGS,430006100445001, 35N29W21BBBB,GW-TH,43.0016733,-100.747641,S,NAD83, 2875,  5,NGVD29,10150004
USGS,430006101005701, 35N31W18BCAB,GW,43.0125066,-101.0201515,F,NAD83, 2895,10,NGVD29,10150004
USGS,430007100131201, 35N25W14DDDC,GW,43.00195077,-100.2204043,S,NAD83, 2468,  1,NGVD29,10150006
USGS,430008100315401, 35N27W18ADCA,GW,43.011396,-100.5340219,F,NAD83, 2705,  5,NGVD29,10150004
USGS,430008100520401, 35N30W20AAAB,GW,43.00222887,-100.8682016,S,NAD83, 2850,  5,NGVD29,10150004
USGS,430008101092001, 35N33W13CCDD,GW,43.0022222,-101.1555556,R,NAD83, 2016, 10,NGVD29,10150004
USGS,430010099513401, 95N76W32,GW,43.00278256,-99.8598389,M,NAD83, 2312,111,NGVD29,10150006
USGS,430010099580601,95N77W32CAAD (TR-59B),GW,43.002778,-99.968333,T,NAD83,2380.0,10.0,NGVD29,101500060602
USGS,430011101125201, 35N33W16CDCB,GW,43.0033333,-101.2163889,R,NAD83, 3058,10,NGVD29,10140203
USGS,430012100484201, 35N30W14DCDA,GW,43.00333997,-100.8120882,S,NAD83, 2891,  5,NGVD29,10150004
USGS,430012101045701, 35N32W16DDAD,GW,43.00334028,-101.0829293,S,NAD83, 2932,  1,NGVD29,10150004
USGS,430012101050901, 35N32W16DDC,GW,43.00334029,-101.0862626,S,NAD83, 2929, 10,NGVD29,10150004
USGS,430012101100701, 35N33W14DC,GW,43.0033333,-101.1686111,R,NAD83, 3040, 10,NGVD29,10150004
USGS,430013100365601, 35N28W16DCDA,GW,43.0036111,-100.6155556,R,NAD83, 2780,  1,NGVD29,10150006
USGS,430013101290201, 35N35W18DC,GW,43.00361585,-101.4843141,T,NAD83, 3230, 40,NGVD29,10150004
USGS,430014100445401, 35N29W17DDDA,GW,43.0038955,-100.7487522,F,NAD83, 2878,5,NGVD29,10150004
USGS,430015100061601, 95N 78W 32DC,GW,43.00416667,-100.1044444,S,NAD83, 2421,  5,NGVD29,10150006
USGS,430015100292901, 35N27W15CCBC,GW,43.0041739,-100.4917982,S,NAD83, 2687,  1,NGVD29,10150004
USGS,430015100345901, 35N28W14CDBD,GW,43.00444444,-100.5833333,R,NAD83, 2782,  1,NGVD29,10150006
USGS,430015100432301, 37N29W27AACC,GW,43.15417209,-100.7234739,S,NAD83, 2839,  5,NGVD29,10150006
USGS,430015100443401, 35N29W16CCAD,GW,43.0041733,-100.7431964,S,NAD83, 2868,5,NGVD29,10150004
USGS,430017100595101, 35N31W17CCDA,GW,43.0038955,-100.9968181,S,NAD83, 2896, 10,NGVD29,10150004
USGS,430019100225801, 35N26W16DCBB,GW,43.0052846,-100.3831853,S,NAD83, 2563,  1,NGVD29,10150006
USGS,430020100185201, 35N26W13DDAA,GW,43.00556216,-100.3148508,S,NAD83, 2519,  1,NGVD29,10150006
USGS,430020101092001, 35N33W13CCAA,GW,43.00555556,-101.1561111,R,NAD83, 3015, 10,NGVD29,10150004
USGS,430020101290001, 35N35W18DCBB,GW,43.00333808,-101.4845919,S,NAD83, 3230, 15,NGVD29,10150004
USGS,430021100543301, 35N31W13D,GW,43.00583995,-100.9095922,T,NAD83, 2840,20,NGVD29,10150004
USGS,430021101132801, 35N33W17D,GW,43.0058407,-101.2248736,R,NAD83, 3110,30,NGVD29,10140203
USGS,430022100270901, 35N27W14DAA,GW,43.0061182,-100.4529087,T,NAD83, 2676,20,NGVD29,10150006
USGS,430022100310501, 35N27W17DBDC,GW,43.0061183,-100.5184657,S,NAD83, 2704,  1,NGVD29,10150004
USGS,430022100435701, 35N29W16A,GW-TH,43.0136177,-100.733196,M,NAD83, 2910, 25,NGVD29,10150004
USGS,430022100452601, 35N29W17DBCC,GW,43.0061177,-100.7576414,S,NAD83, 2901,  5,NGVD29,10150004
USGS,430022100504501, 35N30W16DADD,GW,43.0061177,-100.8462562,S,NAD83, 2856,  5,NGVD29,10150004
USGS,430022101123201, 35N33W16DBCD,GW,43.0061111,-101.2088889,R,NAD83, 3000, 10,NGVD29,10140203
USGS,430023100115501, 35N25W13DADD,GW-TH,43.00639514,-100.1990146,S,NAD83, 2443,  5,NGVD29,10150006
USGS,430023100115602, 35N25W13DADD2,GW,43.00639514,-100.1992924,F,NAD83, 2443, 10,NGVD29,10150006
USGS,430023100115603, 35N25W13DADD3,GW-TH,43.00639514,-100.1992924,S,NAD83, 2443,  5,NGVD29,10150006
USGS,430023100533401, 35N30W18DBCD,GW,43.0063955,-100.8932027,S,NAD83, 2848, 10,NGVD29,10150004
USGS,430025100322801, 35N27W18DBCB,GW,43.0069516,-100.5415222,S,NAD83, 2721,  1,NGVD29,10150004
